,Application/Permit Number,Category
9530,6372265,SINGLE FAMILY / DUPLEX
9531,6368883,SINGLE FAMILY / DUPLEX
9532,6377946,MULTIFAMILY
9533,6390419,SINGLE FAMILY / DUPLEX
9534,6471254,SINGLE FAMILY / DUPLEX
9535,6556483,SINGLE FAMILY / DUPLEX
9536,6454618,SINGLE FAMILY / DUPLEX
9537,6363523,SINGLE FAMILY / DUPLEX
9538,6550994,SINGLE FAMILY / DUPLEX
9539,6578500,SINGLE FAMILY / DUPLEX
9540,6466628,COMMERCIAL
9541,6550881,SINGLE FAMILY / DUPLEX
9542,6367493,COMMERCIAL
9543,6622364,SINGLE FAMILY / DUPLEX
9544,6399499,SINGLE FAMILY / DUPLEX
9545,6160180,SINGLE FAMILY / DUPLEX
9546,6416025,COMMERCIAL
9547,6460867,SINGLE FAMILY / DUPLEX
9548,6464018,SINGLE FAMILY / DUPLEX
9549,6568900,SINGLE FAMILY / DUPLEX
9550,6355626,SINGLE FAMILY / DUPLEX
9551,6557061,SINGLE FAMILY / DUPLEX
9552,6601284,SINGLE FAMILY / DUPLEX
9553,6297392,SINGLE FAMILY / DUPLEX
9554,6469812,SINGLE FAMILY / DUPLEX
9555,6652204,SINGLE FAMILY / DUPLEX
9556,6517663,SINGLE FAMILY / DUPLEX
9557,6577580,SINGLE FAMILY / DUPLEX
9558,6506380,SINGLE FAMILY / DUPLEX
9559,6485100,SINGLE FAMILY / DUPLEX
9560,6463669,SINGLE FAMILY / DUPLEX
9561,6530585,SINGLE FAMILY / DUPLEX
9562,6647302,SINGLE FAMILY / DUPLEX
9563,6550729,SINGLE FAMILY / DUPLEX
9564,6566125,SINGLE FAMILY / DUPLEX
9565,6474711,SINGLE FAMILY / DUPLEX
9566,6370819,INSTITUTIONAL
9567,6378457,SINGLE FAMILY / DUPLEX
9568,6558093,SINGLE FAMILY / DUPLEX
9569,6621186,SINGLE FAMILY / DUPLEX
9570,6537040,SINGLE FAMILY / DUPLEX
9571,6435823,SINGLE FAMILY / DUPLEX
9572,6463140,SINGLE FAMILY / DUPLEX
9573,6566535,SINGLE FAMILY / DUPLEX
9574,6597902,SINGLE FAMILY / DUPLEX
9575,6458086,SINGLE FAMILY / DUPLEX
9576,6466652,SINGLE FAMILY / DUPLEX
9577,6475549,SINGLE FAMILY / DUPLEX
9578,6484961,SINGLE FAMILY / DUPLEX
9579,6441380,SINGLE FAMILY / DUPLEX
9580,6495056,SINGLE FAMILY / DUPLEX
9581,6484616,SINGLE FAMILY / DUPLEX
9582,6464449,SINGLE FAMILY / DUPLEX
9583,6520724,SINGLE FAMILY / DUPLEX
9584,6566966,SINGLE FAMILY / DUPLEX
9585,6107436,SINGLE FAMILY / DUPLEX
9586,6530062,MULTIFAMILY
9587,6415382,SINGLE FAMILY / DUPLEX
9588,6404211,SINGLE FAMILY / DUPLEX
9589,6538609,COMMERCIAL
9590,6543895,MULTIFAMILY
9591,6131928,SINGLE FAMILY / DUPLEX
9592,6471230,COMMERCIAL
9593,6426893,SINGLE FAMILY / DUPLEX
9594,6179823,SINGLE FAMILY / DUPLEX
9595,6519734,SINGLE FAMILY / DUPLEX
9596,6554789,SINGLE FAMILY / DUPLEX
9597,6632792,SINGLE FAMILY / DUPLEX
9598,6358261,SINGLE FAMILY / DUPLEX
9599,6348156,SINGLE FAMILY / DUPLEX
9600,6597812,SINGLE FAMILY / DUPLEX
9601,6349584,SINGLE FAMILY / DUPLEX
9602,6218962,SINGLE FAMILY / DUPLEX
9603,6638876,COMMERCIAL
9604,6589454,SINGLE FAMILY / DUPLEX
9605,6106502,SINGLE FAMILY / DUPLEX
9606,6419496,SINGLE FAMILY / DUPLEX
9607,6413733,SINGLE FAMILY / DUPLEX
9608,6498972,SINGLE FAMILY / DUPLEX
9609,6143356,SINGLE FAMILY / DUPLEX
9610,6187766,SINGLE FAMILY / DUPLEX
9611,6396797,SINGLE FAMILY / DUPLEX
9612,6122136,SINGLE FAMILY / DUPLEX
9613,6403388,SINGLE FAMILY / DUPLEX
9614,6597828,MULTIFAMILY
9615,6320623,COMMERCIAL
9616,6400165,SINGLE FAMILY / DUPLEX
9617,6101157,SINGLE FAMILY / DUPLEX
9618,6581447,SINGLE FAMILY / DUPLEX
9619,6395281,COMMERCIAL
9620,6533785,COMMERCIAL
9621,6627169,SINGLE FAMILY / DUPLEX
9622,6379937,SINGLE FAMILY / DUPLEX
9623,6532172,SINGLE FAMILY / DUPLEX
9624,6480355,SINGLE FAMILY / DUPLEX
9625,6461310,SINGLE FAMILY / DUPLEX
9626,6549092,SINGLE FAMILY / DUPLEX
9627,6524151,SINGLE FAMILY / DUPLEX
9628,6592087,SINGLE FAMILY / DUPLEX
9629,6396287,SINGLE FAMILY / DUPLEX
9630,6616063,SINGLE FAMILY / DUPLEX
9631,6391688,SINGLE FAMILY / DUPLEX
9632,6457527,SINGLE FAMILY / DUPLEX
9633,6492001,SINGLE FAMILY / DUPLEX
9634,6510213,SINGLE FAMILY / DUPLEX
9635,6538769,SINGLE FAMILY / DUPLEX
9636,6612734,SINGLE FAMILY / DUPLEX
9637,6376458,SINGLE FAMILY / DUPLEX
9638,6496270,SINGLE FAMILY / DUPLEX
9639,6369249,SINGLE FAMILY / DUPLEX
9640,6646161,SINGLE FAMILY / DUPLEX
9641,6523568,MULTIFAMILY
9642,6286762,MULTIFAMILY
9643,6467386,SINGLE FAMILY / DUPLEX
9644,6541398,SINGLE FAMILY / DUPLEX
9645,6565382,SINGLE FAMILY / DUPLEX
9646,6615712,INSTITUTIONAL
9647,6322300,SINGLE FAMILY / DUPLEX
9648,6505201,MULTIFAMILY
9649,6092586,COMMERCIAL
9650,6439135,MULTIFAMILY
9651,6477536,SINGLE FAMILY / DUPLEX
9652,6611570,SINGLE FAMILY / DUPLEX
9653,6090279,SINGLE FAMILY / DUPLEX
9654,6579448,COMMERCIAL
9655,6569962,SINGLE FAMILY / DUPLEX
9656,6066604,SINGLE FAMILY / DUPLEX
9657,6116331,SINGLE FAMILY / DUPLEX
9658,6363473,SINGLE FAMILY / DUPLEX
9659,6382276,SINGLE FAMILY / DUPLEX
9660,6442028,COMMERCIAL
9661,6449349,SINGLE FAMILY / DUPLEX
9662,6498088,SINGLE FAMILY / DUPLEX
9663,6364461,SINGLE FAMILY / DUPLEX
9664,6606531,SINGLE FAMILY / DUPLEX
9665,6437642,SINGLE FAMILY / DUPLEX
9666,6183871,SINGLE FAMILY / DUPLEX
9667,6454290,MULTIFAMILY
9668,6463925,SINGLE FAMILY / DUPLEX
9669,6358016,SINGLE FAMILY / DUPLEX
9670,6447250,SINGLE FAMILY / DUPLEX
9671,6374702,SINGLE FAMILY / DUPLEX
9672,6067191,SINGLE FAMILY / DUPLEX
9673,6429547,SINGLE FAMILY / DUPLEX
9674,6526863,MULTIFAMILY
9675,6575871,SINGLE FAMILY / DUPLEX
9676,6368253,SINGLE FAMILY / DUPLEX
9677,6616755,COMMERCIAL
9678,6295842,SINGLE FAMILY / DUPLEX
9679,6435043,SINGLE FAMILY / DUPLEX
9680,6356728,COMMERCIAL
9681,6502082,SINGLE FAMILY / DUPLEX
9682,6590547,SINGLE FAMILY / DUPLEX
9683,6503529,SINGLE FAMILY / DUPLEX
9684,6591227,SINGLE FAMILY / DUPLEX
9685,6637388,COMMERCIAL
9686,6107543,SINGLE FAMILY / DUPLEX
9687,6090899,SINGLE FAMILY / DUPLEX
9688,6411122,COMMERCIAL
9689,6394338,SINGLE FAMILY / DUPLEX
9690,6393983,SINGLE FAMILY / DUPLEX
9691,6368478,SINGLE FAMILY / DUPLEX
9692,6455571,SINGLE FAMILY / DUPLEX
9693,6167015,SINGLE FAMILY / DUPLEX
9694,6320503,SINGLE FAMILY / DUPLEX
9695,6120215,SINGLE FAMILY / DUPLEX
9696,6421591,COMMERCIAL
9697,6407252,COMMERCIAL
9698,6134569,SINGLE FAMILY / DUPLEX
9699,6539344,SINGLE FAMILY / DUPLEX
9700,6484818,SINGLE FAMILY / DUPLEX
9701,6632431,SINGLE FAMILY / DUPLEX
9702,6388517,SINGLE FAMILY / DUPLEX
9703,6477497,SINGLE FAMILY / DUPLEX
9704,6378401,SINGLE FAMILY / DUPLEX
9705,6482856,COMMERCIAL
9706,6363578,SINGLE FAMILY / DUPLEX
9707,6624765,INSTITUTIONAL
9708,6592620,COMMERCIAL
9709,6554847,MULTIFAMILY
9710,6565876,SINGLE FAMILY / DUPLEX
9711,6402502,SINGLE FAMILY / DUPLEX
9712,6519890,SINGLE FAMILY / DUPLEX
9713,6576299,SINGLE FAMILY / DUPLEX
9714,6644828,SINGLE FAMILY / DUPLEX
9715,6462688,SINGLE FAMILY / DUPLEX
9716,6603839,SINGLE FAMILY / DUPLEX
9717,6179204,SINGLE FAMILY / DUPLEX
9718,6430555,SINGLE FAMILY / DUPLEX
9719,6492916,COMMERCIAL
9720,6641861,SINGLE FAMILY / DUPLEX
9721,6377788,SINGLE FAMILY / DUPLEX
9722,6414372,SINGLE FAMILY / DUPLEX
9723,6472851,SINGLE FAMILY / DUPLEX
9724,6532590,COMMERCIAL
9725,6265744,SINGLE FAMILY / DUPLEX
9726,6556951,SINGLE FAMILY / DUPLEX
9727,6467861,SINGLE FAMILY / DUPLEX
9728,6490628,SINGLE FAMILY / DUPLEX
9729,6367251,SINGLE FAMILY / DUPLEX
9730,6610950,SINGLE FAMILY / DUPLEX
9731,6407503,SINGLE FAMILY / DUPLEX
9732,6064850,SINGLE FAMILY / DUPLEX
9733,6609074,SINGLE FAMILY / DUPLEX
9734,6591245,SINGLE FAMILY / DUPLEX
9735,6474871,SINGLE FAMILY / DUPLEX
9736,6322237,SINGLE FAMILY / DUPLEX
9737,6473806,SINGLE FAMILY / DUPLEX
9738,6494996,SINGLE FAMILY / DUPLEX
9739,6319276,SINGLE FAMILY / DUPLEX
9740,6151612,COMMERCIAL
9741,6457187,SINGLE FAMILY / DUPLEX
9742,6484865,SINGLE FAMILY / DUPLEX
9743,6403241,SINGLE FAMILY / DUPLEX
9744,6348869,SINGLE FAMILY / DUPLEX
9745,6079741,SINGLE FAMILY / DUPLEX
9746,6457754,MULTIFAMILY
9747,6613985,SINGLE FAMILY / DUPLEX
9748,6625160,SINGLE FAMILY / DUPLEX
9749,6540273,SINGLE FAMILY / DUPLEX
9750,6093387,SINGLE FAMILY / DUPLEX
9751,6428800,COMMERCIAL
9752,6416052,SINGLE FAMILY / DUPLEX
9753,6589554,MULTIFAMILY
9754,6429089,SINGLE FAMILY / DUPLEX
9755,6578321,SINGLE FAMILY / DUPLEX
9756,6419178,SINGLE FAMILY / DUPLEX
9757,6225656,SINGLE FAMILY / DUPLEX
9758,6462349,SINGLE FAMILY / DUPLEX
9759,6468127,SINGLE FAMILY / DUPLEX
9760,6469168,SINGLE FAMILY / DUPLEX
9761,6368008,SINGLE FAMILY / DUPLEX
9762,6585765,SINGLE FAMILY / DUPLEX
9763,6372889,SINGLE FAMILY / DUPLEX
9764,6616962,SINGLE FAMILY / DUPLEX
9765,6521012,SINGLE FAMILY / DUPLEX
9766,6254112,SINGLE FAMILY / DUPLEX
9767,6148454,SINGLE FAMILY / DUPLEX
9768,6566337,MULTIFAMILY
9769,6211219,COMMERCIAL
9770,6473275,SINGLE FAMILY / DUPLEX
9771,6620443,SINGLE FAMILY / DUPLEX
9772,6525610,SINGLE FAMILY / DUPLEX
9773,6573341,SINGLE FAMILY / DUPLEX
9774,6416814,SINGLE FAMILY / DUPLEX
9775,6618591,SINGLE FAMILY / DUPLEX
9776,6381341,SINGLE FAMILY / DUPLEX
9777,6579998,SINGLE FAMILY / DUPLEX
9778,6619665,SINGLE FAMILY / DUPLEX
9779,6558281,SINGLE FAMILY / DUPLEX
9780,6191707,SINGLE FAMILY / DUPLEX
9781,6522931,SINGLE FAMILY / DUPLEX
9782,6410811,SINGLE FAMILY / DUPLEX
9783,6465112,COMMERCIAL
9784,6328148,SINGLE FAMILY / DUPLEX
9785,6364378,SINGLE FAMILY / DUPLEX
9786,6536388,SINGLE FAMILY / DUPLEX
9787,6588310,SINGLE FAMILY / DUPLEX
9788,6216008,SINGLE FAMILY / DUPLEX
9789,6552550,SINGLE FAMILY / DUPLEX
9790,6172147,SINGLE FAMILY / DUPLEX
9791,6562839,SINGLE FAMILY / DUPLEX
9792,6419482,SINGLE FAMILY / DUPLEX
9793,6626354,SINGLE FAMILY / DUPLEX
9794,6409760,SINGLE FAMILY / DUPLEX
9795,6537060,COMMERCIAL
9796,6431075,SINGLE FAMILY / DUPLEX
9797,6596578,SINGLE FAMILY / DUPLEX
9798,6636704,SINGLE FAMILY / DUPLEX
9799,6237842,SINGLE FAMILY / DUPLEX
9800,6563147,SINGLE FAMILY / DUPLEX
9801,6431665,SINGLE FAMILY / DUPLEX
9802,6522561,SINGLE FAMILY / DUPLEX
9803,6475224,COMMERCIAL
9804,6437823,SINGLE FAMILY / DUPLEX
9805,6279878,SINGLE FAMILY / DUPLEX
9806,6610830,SINGLE FAMILY / DUPLEX
9807,6369584,SINGLE FAMILY / DUPLEX
9808,6417831,COMMERCIAL
9809,6380353,SINGLE FAMILY / DUPLEX
9810,6545151,SINGLE FAMILY / DUPLEX
9811,6379127,MULTIFAMILY
9812,6256481,SINGLE FAMILY / DUPLEX
9813,6502288,SINGLE FAMILY / DUPLEX
9814,6491960,SINGLE FAMILY / DUPLEX
9815,6468436,SINGLE FAMILY / DUPLEX
9816,6598370,SINGLE FAMILY / DUPLEX
9817,6513140,SINGLE FAMILY / DUPLEX
9818,6289536,COMMERCIAL
9819,6494191,SINGLE FAMILY / DUPLEX
9820,6370389,SINGLE FAMILY / DUPLEX
9821,6524804,SINGLE FAMILY / DUPLEX
9822,6404334,SINGLE FAMILY / DUPLEX
9823,6302394,SINGLE FAMILY / DUPLEX
9824,6410912,SINGLE FAMILY / DUPLEX
9825,6240617,SINGLE FAMILY / DUPLEX
9826,6376069,COMMERCIAL
9827,6476046,SINGLE FAMILY / DUPLEX
9828,6570197,SINGLE FAMILY / DUPLEX
9829,6625772,MULTIFAMILY
9830,6367794,SINGLE FAMILY / DUPLEX
9831,6627934,SINGLE FAMILY / DUPLEX
9832,6568163,SINGLE FAMILY / DUPLEX
9833,6487972,SINGLE FAMILY / DUPLEX
9834,6606270,SINGLE FAMILY / DUPLEX
9835,6114299,COMMERCIAL
9836,6398739,SINGLE FAMILY / DUPLEX
9837,6466816,SINGLE FAMILY / DUPLEX
9838,6622416,SINGLE FAMILY / DUPLEX
9839,6577046,SINGLE FAMILY / DUPLEX
9840,6301603,SINGLE FAMILY / DUPLEX
9841,6623256,COMMERCIAL
9842,6427299,SINGLE FAMILY / DUPLEX
9843,6487838,SINGLE FAMILY / DUPLEX
9844,6578106,SINGLE FAMILY / DUPLEX
9845,6496896,SINGLE FAMILY / DUPLEX
9846,6425214,SINGLE FAMILY / DUPLEX
9847,6265056,SINGLE FAMILY / DUPLEX
9848,6430663,COMMERCIAL
9849,6378308,SINGLE FAMILY / DUPLEX
9850,6445078,SINGLE FAMILY / DUPLEX
9851,6494186,SINGLE FAMILY / DUPLEX
9852,6594261,SINGLE FAMILY / DUPLEX
9853,6645630,SINGLE FAMILY / DUPLEX
9854,6404043,SINGLE FAMILY / DUPLEX
9855,6382390,SINGLE FAMILY / DUPLEX
9856,6376727,SINGLE FAMILY / DUPLEX
9857,6483498,COMMERCIAL
9858,6588460,SINGLE FAMILY / DUPLEX
9859,6304985,COMMERCIAL
9860,6475686,SINGLE FAMILY / DUPLEX
9861,6187375,MULTIFAMILY
9862,6247301,SINGLE FAMILY / DUPLEX
9863,6602866,SINGLE FAMILY / DUPLEX
9864,6508288,COMMERCIAL
9865,6449074,SINGLE FAMILY / DUPLEX
9866,6362763,SINGLE FAMILY / DUPLEX
9867,6511955,COMMERCIAL
9868,6415626,COMMERCIAL
9869,6521453,SINGLE FAMILY / DUPLEX
9870,6225266,SINGLE FAMILY / DUPLEX
9871,6393082,SINGLE FAMILY / DUPLEX
9872,6609949,SINGLE FAMILY / DUPLEX
9873,6563809,SINGLE FAMILY / DUPLEX
9874,6372401,SINGLE FAMILY / DUPLEX
9875,6504378,SINGLE FAMILY / DUPLEX
9876,6567685,COMMERCIAL
9877,6535636,SINGLE FAMILY / DUPLEX
9878,6603410,SINGLE FAMILY / DUPLEX
9879,6504668,SINGLE FAMILY / DUPLEX
9880,6413409,SINGLE FAMILY / DUPLEX
9881,6494084,SINGLE FAMILY / DUPLEX
9882,6460068,SINGLE FAMILY / DUPLEX
9883,6326755,SINGLE FAMILY / DUPLEX
9884,6471202,SINGLE FAMILY / DUPLEX
9885,6613917,SINGLE FAMILY / DUPLEX
9886,6526646,SINGLE FAMILY / DUPLEX
9887,6562911,SINGLE FAMILY / DUPLEX
9888,6564657,SINGLE FAMILY / DUPLEX
9889,6634738,SINGLE FAMILY / DUPLEX
9890,6586211,SINGLE FAMILY / DUPLEX
9891,6448302,SINGLE FAMILY / DUPLEX
9892,6501790,COMMERCIAL
9893,6376581,SINGLE FAMILY / DUPLEX
9894,6436522,SINGLE FAMILY / DUPLEX
9895,6520907,COMMERCIAL
9896,6472396,SINGLE FAMILY / DUPLEX
9897,6647802,SINGLE FAMILY / DUPLEX
9898,6488157,SINGLE FAMILY / DUPLEX
9899,6642665,SINGLE FAMILY / DUPLEX
9900,6642232,SINGLE FAMILY / DUPLEX
9901,6458716,COMMERCIAL
9902,6552579,SINGLE FAMILY / DUPLEX
9903,6590169,SINGLE FAMILY / DUPLEX
9904,6220669,SINGLE FAMILY / DUPLEX
9905,6527034,SINGLE FAMILY / DUPLEX
9906,6401328,SINGLE FAMILY / DUPLEX
9907,6490503,SINGLE FAMILY / DUPLEX
9908,6569596,SINGLE FAMILY / DUPLEX
9909,6234968,SINGLE FAMILY / DUPLEX
9910,6372776,SINGLE FAMILY / DUPLEX
9911,6604592,SINGLE FAMILY / DUPLEX
9912,6517742,SINGLE FAMILY / DUPLEX
9913,6488590,COMMERCIAL
9914,6436579,SINGLE FAMILY / DUPLEX
9915,6283451,SINGLE FAMILY / DUPLEX
9916,6436879,SINGLE FAMILY / DUPLEX
9917,6256178,SINGLE FAMILY / DUPLEX
9918,6398598,SINGLE FAMILY / DUPLEX
9919,6639380,SINGLE FAMILY / DUPLEX
9920,6429851,COMMERCIAL
9921,6580399,SINGLE FAMILY / DUPLEX
9922,6622739,SINGLE FAMILY / DUPLEX
9923,6551566,SINGLE FAMILY / DUPLEX
9924,6379861,SINGLE FAMILY / DUPLEX
9925,6586276,SINGLE FAMILY / DUPLEX
9926,6644681,SINGLE FAMILY / DUPLEX
9927,6605890,MULTIFAMILY
9928,6467997,SINGLE FAMILY / DUPLEX
9929,6513178,SINGLE FAMILY / DUPLEX
9930,6571083,SINGLE FAMILY / DUPLEX
9931,6587166,SINGLE FAMILY / DUPLEX
9932,6631721,SINGLE FAMILY / DUPLEX
9933,6413859,SINGLE FAMILY / DUPLEX
9934,6347615,SINGLE FAMILY / DUPLEX
9935,6549643,SINGLE FAMILY / DUPLEX
9936,6254208,COMMERCIAL
9937,6460596,SINGLE FAMILY / DUPLEX
9938,6471549,SINGLE FAMILY / DUPLEX
9939,6413021,SINGLE FAMILY / DUPLEX
9940,6580586,SINGLE FAMILY / DUPLEX
9941,6643868,SINGLE FAMILY / DUPLEX
9942,6622979,SINGLE FAMILY / DUPLEX
9943,6482894,SINGLE FAMILY / DUPLEX
9944,6620785,SINGLE FAMILY / DUPLEX
9945,6387977,SINGLE FAMILY / DUPLEX
9946,6540517,SINGLE FAMILY / DUPLEX
9947,6390518,MULTIFAMILY
9948,6635132,SINGLE FAMILY / DUPLEX
9949,6488160,SINGLE FAMILY / DUPLEX
9950,6375679,COMMERCIAL
9951,6134254,SINGLE FAMILY / DUPLEX
9952,6562524,COMMERCIAL
9953,6627931,COMMERCIAL
9954,6611948,COMMERCIAL
9955,6329694,SINGLE FAMILY / DUPLEX
9956,6477273,SINGLE FAMILY / DUPLEX
9957,6401493,SINGLE FAMILY / DUPLEX
9958,6343264,COMMERCIAL
9959,6466984,COMMERCIAL
9960,6497330,SINGLE FAMILY / DUPLEX
9961,6513831,COMMERCIAL
9962,6600606,SINGLE FAMILY / DUPLEX
9963,6595956,SINGLE FAMILY / DUPLEX
9964,6404873,SINGLE FAMILY / DUPLEX
9965,6417752,SINGLE FAMILY / DUPLEX
9966,6511329,SINGLE FAMILY / DUPLEX
9967,6331914,COMMERCIAL
9968,6412102,SINGLE FAMILY / DUPLEX
9969,6498896,SINGLE FAMILY / DUPLEX
9970,6497782,SINGLE FAMILY / DUPLEX
9971,6613171,SINGLE FAMILY / DUPLEX
9972,6647405,SINGLE FAMILY / DUPLEX
9973,6544257,SINGLE FAMILY / DUPLEX
9974,6639924,MULTIFAMILY
9975,6560139,SINGLE FAMILY / DUPLEX
9976,6640228,SINGLE FAMILY / DUPLEX
9977,6455403,MULTIFAMILY
9978,6626585,SINGLE FAMILY / DUPLEX
9979,6644546,SINGLE FAMILY / DUPLEX
9980,6421214,SINGLE FAMILY / DUPLEX
9981,6530126,SINGLE FAMILY / DUPLEX
9982,6375425,SINGLE FAMILY / DUPLEX
9983,6651240,SINGLE FAMILY / DUPLEX
9984,6216277,SINGLE FAMILY / DUPLEX
9985,6597121,SINGLE FAMILY / DUPLEX
9986,6602800,SINGLE FAMILY / DUPLEX
9987,6088100,COMMERCIAL
9988,6307508,MULTIFAMILY
9989,6368707,SINGLE FAMILY / DUPLEX
9990,6625795,SINGLE FAMILY / DUPLEX
9991,6579116,SINGLE FAMILY / DUPLEX
9992,6384717,SINGLE FAMILY / DUPLEX
9993,6375555,SINGLE FAMILY / DUPLEX
9994,6414319,SINGLE FAMILY / DUPLEX
9995,6618460,SINGLE FAMILY / DUPLEX
9996,6394219,SINGLE FAMILY / DUPLEX
9997,6606647,SINGLE FAMILY / DUPLEX
9998,6471394,SINGLE FAMILY / DUPLEX
9999,6612763,SINGLE FAMILY / DUPLEX
10000,6424395,SINGLE FAMILY / DUPLEX
10001,6479098,SINGLE FAMILY / DUPLEX
10002,6589231,SINGLE FAMILY / DUPLEX
10003,6493543,SINGLE FAMILY / DUPLEX
10004,6464087,SINGLE FAMILY / DUPLEX
10005,6476453,SINGLE FAMILY / DUPLEX
10006,6424865,SINGLE FAMILY / DUPLEX
10007,6486179,SINGLE FAMILY / DUPLEX
10008,6490496,SINGLE FAMILY / DUPLEX
10009,6466097,SINGLE FAMILY / DUPLEX
10010,6411971,SINGLE FAMILY / DUPLEX
10011,6481815,SINGLE FAMILY / DUPLEX
10012,6433254,SINGLE FAMILY / DUPLEX
10013,6368296,SINGLE FAMILY / DUPLEX
10014,6616802,SINGLE FAMILY / DUPLEX
10015,6615533,SINGLE FAMILY / DUPLEX
10016,6618205,SINGLE FAMILY / DUPLEX
10017,6350525,MULTIFAMILY
10018,6563159,SINGLE FAMILY / DUPLEX
10019,6420176,SINGLE FAMILY / DUPLEX
10020,6100307,SINGLE FAMILY / DUPLEX
10021,6574786,SINGLE FAMILY / DUPLEX
10022,6477948,SINGLE FAMILY / DUPLEX
10023,6515455,SINGLE FAMILY / DUPLEX
10024,6625129,SINGLE FAMILY / DUPLEX
10025,6522593,SINGLE FAMILY / DUPLEX
10026,6608800,INSTITUTIONAL
10027,6495575,SINGLE FAMILY / DUPLEX
10028,6591682,SINGLE FAMILY / DUPLEX
10029,6469142,SINGLE FAMILY / DUPLEX
10030,6636447,SINGLE FAMILY / DUPLEX
10031,6363270,SINGLE FAMILY / DUPLEX
10032,6602502,SINGLE FAMILY / DUPLEX
10033,6240290,SINGLE FAMILY / DUPLEX
10034,6574142,SINGLE FAMILY / DUPLEX
10035,6517935,SINGLE FAMILY / DUPLEX
10036,6452570,SINGLE FAMILY / DUPLEX
10037,6579890,COMMERCIAL
10038,6402801,SINGLE FAMILY / DUPLEX
10039,6597528,SINGLE FAMILY / DUPLEX
10040,6585015,COMMERCIAL
10041,6637376,SINGLE FAMILY / DUPLEX
10042,6485491,SINGLE FAMILY / DUPLEX
10043,6537590,COMMERCIAL
10044,6460688,COMMERCIAL
10045,6443403,MULTIFAMILY
10046,6524908,MULTIFAMILY
10047,6564651,SINGLE FAMILY / DUPLEX
10048,6416526,MULTIFAMILY
10049,6471917,COMMERCIAL
10050,6480622,SINGLE FAMILY / DUPLEX
10051,6609674,SINGLE FAMILY / DUPLEX
10052,6487614,SINGLE FAMILY / DUPLEX
10053,6519468,SINGLE FAMILY / DUPLEX
10054,6460033,COMMERCIAL
10055,6548665,SINGLE FAMILY / DUPLEX
10056,6490635,SINGLE FAMILY / DUPLEX
10057,6584980,SINGLE FAMILY / DUPLEX
10058,6565861,SINGLE FAMILY / DUPLEX
10059,6089987,SINGLE FAMILY / DUPLEX
10060,6135878,MULTIFAMILY
10061,6396166,SINGLE FAMILY / DUPLEX
10062,6514958,SINGLE FAMILY / DUPLEX
10063,6327126,COMMERCIAL
10064,6176849,SINGLE FAMILY / DUPLEX
10065,6551031,SINGLE FAMILY / DUPLEX
10066,6380876,COMMERCIAL
10067,6426183,SINGLE FAMILY / DUPLEX
10068,6529243,SINGLE FAMILY / DUPLEX
10069,6571140,SINGLE FAMILY / DUPLEX
10070,6167041,SINGLE FAMILY / DUPLEX
10071,6588697,SINGLE FAMILY / DUPLEX
10072,6477149,SINGLE FAMILY / DUPLEX
10073,6422848,SINGLE FAMILY / DUPLEX
10074,6147084,MULTIFAMILY
10075,6421790,SINGLE FAMILY / DUPLEX
10076,6124517,SINGLE FAMILY / DUPLEX
10077,6155331,SINGLE FAMILY / DUPLEX
10078,6439103,SINGLE FAMILY / DUPLEX
10079,6486073,SINGLE FAMILY / DUPLEX
10080,6405143,MULTIFAMILY
10081,6392109,SINGLE FAMILY / DUPLEX
10082,6575970,SINGLE FAMILY / DUPLEX
10083,6412539,SINGLE FAMILY / DUPLEX
10084,6433854,SINGLE FAMILY / DUPLEX
10085,6460610,SINGLE FAMILY / DUPLEX
10086,6586854,SINGLE FAMILY / DUPLEX
10087,6403998,SINGLE FAMILY / DUPLEX
10088,6572872,SINGLE FAMILY / DUPLEX
10089,6492471,SINGLE FAMILY / DUPLEX
10090,6492053,SINGLE FAMILY / DUPLEX
10091,6406391,SINGLE FAMILY / DUPLEX
10092,6211051,SINGLE FAMILY / DUPLEX
10093,6480529,SINGLE FAMILY / DUPLEX
10094,6629424,SINGLE FAMILY / DUPLEX
10095,6470832,SINGLE FAMILY / DUPLEX
10096,6085614,SINGLE FAMILY / DUPLEX
10097,6644809,SINGLE FAMILY / DUPLEX
10098,6590397,SINGLE FAMILY / DUPLEX
10099,6488889,SINGLE FAMILY / DUPLEX
10100,6416643,MULTIFAMILY
10101,6617194,SINGLE FAMILY / DUPLEX
10102,6369142,SINGLE FAMILY / DUPLEX
10103,6533929,SINGLE FAMILY / DUPLEX
10104,6439381,SINGLE FAMILY / DUPLEX
10105,6589576,SINGLE FAMILY / DUPLEX
10106,6486881,SINGLE FAMILY / DUPLEX
10107,6453175,SINGLE FAMILY / DUPLEX
10108,6477958,SINGLE FAMILY / DUPLEX
10109,6572587,SINGLE FAMILY / DUPLEX
10110,6364059,SINGLE FAMILY / DUPLEX
10111,6401828,SINGLE FAMILY / DUPLEX
10112,6523347,SINGLE FAMILY / DUPLEX
10113,6441175,SINGLE FAMILY / DUPLEX
10114,6608095,SINGLE FAMILY / DUPLEX
10115,6405655,SINGLE FAMILY / DUPLEX
10116,6467413,SINGLE FAMILY / DUPLEX
10117,6188445,SINGLE FAMILY / DUPLEX
10118,6601613,SINGLE FAMILY / DUPLEX
10119,6369453,SINGLE FAMILY / DUPLEX
10120,6638047,SINGLE FAMILY / DUPLEX
10121,6559487,SINGLE FAMILY / DUPLEX
10122,6176536,MULTIFAMILY
